MatchID,MatchName,BatTeam,BowlTeam,InningsID,BallID,Overid,Overs,BowlerName,BatsManName,Fielder,Runs,ExtraRuns,ExtraType,DismissalType,StrokeName,BatSubjectName,EndName,STtype,DeliveryStyleName,OverorRoundType,ShotConnectionName,CreaseMovementName,Ballspeed,FP,PMtype,SubjectTagName,MisRun,MisRunFielder,SaveRun,SaveRunFielder,WTO,WTO Player,WTO Difficulty,WagonWheel,OverThrowRuns,RunoutPlayer,InTheair,Lofted,isDRS,0,Description
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,1,1,0.1,Mitchell Starc,Martin Guptill,NULL,0,0,NULL,NULL,NULL,Left Alone,Emirates Road End,Below Stump,Angled Away,Over the Wicket,NULL,Front Foot,146,Short Third Man,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Third Man,0,NULL,0,0,0,NULL,"Starc to Guptill, no run,full, fast, outside off. No swing. Left alone"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,2,1,0.2,Mitchell Starc,Martin Guptill,NULL,4,0,NULL,NULL,Square drive,Attacking,Emirates Road End,Below Stump,Angled Away,Over the Wicket,Bottom edge,Front Foot,144,NULL,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Starc to Guptill, FOUR,smack. Short of a length. Width. No Swing. Guptill stands tall and spanks it in front of point. Off the front foot"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,3,1,0.3,Mitchell Starc,Martin Guptill,Adam Zampa,1,0,NULL,NULL,Square drive,Attacking,Dubai Sports City End,Below Stump,Angled Away,Over the Wicket,Good contact,Front Foot,145,Deep Point,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Starc to Guptill, 1 run,fuller, but still gives him width, driven squarer this time, but third man keeps them down to one"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,4,1,0.4,Mitchell Starc,Daryl Joseph Mitchell,Patrick Cummins,0,0,NULL,NULL,On drive,Attacking,Dubai Sports City End,Below Stump,Inswing,Over the Wicket,Good contact,Front Foot,138,Mid On,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,0,0,NULL,"Starc to Mitchell, no run,full and straight, punched down the ground, but straight to mid-on"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,5,1,0.5,Mitchell Starc,Daryl Joseph Mitchell,Josh Hazlewood,3,0,NULL,NULL,Flick,Attacking,Dubai Sports City End,Below Stump,Straight,Over the Wicket,Good contact,Back Foot,144,Deep Square Leg,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Square Leg,0,NULL,0,0,0,NULL,"Starc to Mitchell, 3 runs,on a length, on the pads, flicked away to deep square leg. Looks like two but Hazlewood backhand-flicks it while diving, but there is no one there to relay it. They cash in, and take the third"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,6,1,0.6,Mitchell Starc,Martin Guptill,Adam Zampa,1,0,NULL,NULL,Backfoot defensive,Defensive,Dubai Sports City End,Below Stump,Seamed Out,Over the Wicket,Outside edge,Back Foot,142,Third Man,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Third Man,0,NULL,0,0,0,NULL,"Starc to Guptill, 1 run,on a length, angling away, runs it down to third man for one"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,7,2,1.1,Josh Hazlewood,Martin Guptill,Mitchell Marsh,0,0,NULL,NULL,Worked,Defensive,Emirates Road End,Above Stump,Seamed In,Over the Wicket,Good contact,Back Foot,136,Mid On,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,0,0,NULL,"Hazlewood to Guptill, no run,just short of a length, no room, angling in, pushed to leg"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,8,2,1.2,Josh Hazlewood,Martin Guptill,David Warner,0,0,NULL,NULL,Push,Defensive,Emirates Road End,Above Stump,Seamed In,Over the Wicket,Good contact,Back Foot,142,Mid Off,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Covers,0,NULL,0,0,0,NULL,"Hazlewood to Guptill, no run,again no room. Slight angle back in, headed for top of off. Punched to mid-off"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,9,2,1.3,Josh Hazlewood,Martin Guptill,NULL,0,0,NULL,NULL,Flick,Attacking,Emirates Road End,Below Stump,Seamed In,Over the Wicket,Good contact,Back Foot,142,Silly Mid On,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Mid Wicket,0,NULL,0,0,0,NULL,"Hazlewood to Guptill, no run,tucked away off the hip but straight to midwicket. Hazlewood is bowling the no-swing line. Taking Guptill's arms away from him by cramping him up"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,10,2,1.4,Josh Hazlewood,Martin Guptill,Mitchell Marsh,0,0,NULL,NULL,Cover Drive,Attacking,Emirates Road End,Above Stump,Seamed Out,Over the Wicket,Good contact,Back Foot,NULL,Cover,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Hazlewood to Guptill, no run,just the slight width, Guptill manages to punch it with an open face, but can't beat the diving short cover"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,11,2,1.5,Josh Hazlewood,Martin Guptill,NULL,4,0,NULL,NULL,Pull shot,Attacking,Emirates Road End,Above Stump,Seamed In,Over the Wicket,Inside edge,Back Foot,138,NULL,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Fine Leg,0,NULL,0,0,0,NULL,"Hazlewood to Guptill, FOUR,shorter this time with the fine leg really square. The line is on the leg stump but the height is not high enough, and he plays the swivel-pull fine of that fine leg"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,12,2,1.6,Josh Hazlewood,Martin Guptill,Mitchell Marsh,0,0,NULL,NULL,Frontfoot defensive,Defensive,Emirates Road End,Below Stump,Seamed In,Over the Wicket,Good contact,Front Foot,140,Cover,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Hazlewood to Guptill, no run,back to aiming for top of off. Punched to short cover again"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,13,3,2.1,Glenn Maxwell,Daryl Joseph Mitchell,NULL,6,0,NULL,NULL,Straight Drive,Attacking,Dubai Sports City End,Below Stump,Off Break,Round the Wicket,Good contact,Front Foot,91,NULL,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,1,0,NULL,"Maxwell to Mitchell, SIX,Mitchell shows Pakistan what you need to do to the fifth bowler. Take him down. Lofts the first ball back over his head for six"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,14,3,2.2,Glenn Maxwell,Daryl Joseph Mitchell,NULL,1,0,NULL,NULL,Flick,Attacking,Dubai Sports City End,Below Stump,Off Break,Over the Wicket,Good contact,Front Foot,88,Deep Square Leg,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Square Leg,0,NULL,0,0,0,NULL,"Maxwell to Mitchell, 1 run,fired into the pads, worked away around the corner for a single"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,15,3,2.3,Glenn Maxwell,Martin Guptill,NULL,0,0,NULL,NULL,Square Cut,Attacking,Dubai Sports City End,Below Stump,Off Break,Over the Wicket,Inside edge,Front Foot,96,Wicket Keeper,Full/half volley,NULL,0,NULL,0,NULL,Catch,Matthew Wade,Medium,Fine Leg,0,NULL,0,0,0,NULL,"Maxwell to Guptill, no run,is that dropped?. Some turn from just short of a length, and yes Maxwell has got a bottom edge, which Wade can't collect. I wouldn't call it a drop because this is low and a healthy deflection"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,16,3,2.4,Glenn Maxwell,Martin Guptill,NULL,1,0,NULL,NULL,Worked,Defensive,Dubai Sports City End,Below Stump,Off Break,Over the Wicket,Good contact,Front Foot,NULL,Mid On,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,0,0,NULL,"Maxwell to Guptill, 1 run,worked into the leg side for one"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,17,3,2.5,Glenn Maxwell,Daryl Joseph Mitchell,Mitchell Marsh,1,0,NULL,NULL,Worked,Defensive,Dubai Sports City End,Below Stump,Off Break,Over the Wicket,Good contact,Back Foot,97,Square Leg,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Square Leg,0,NULL,0,0,0,NULL,"Maxwell to Mitchell, 1 run,no room, angling in, another single to leg"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,18,3,2.6,Glenn Maxwell,Martin Guptill,NULL,1,0,legbyes,NULL,Worked,Defensive,Dubai Sports City End,Below Stump,Off Break,Over the Wicket,Hit pad,Front Foot,96,Short Leg,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Square Leg,0,NULL,0,0,0,NULL,"Maxwell to Guptill, 1 leg bye,fired into the pads for a leg-bye. He has closed out well after that early six"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,19,4,3.1,Josh Hazlewood,Martin Guptill,NULL,4,0,NULL,NULL,Square drive,Attacking,Dubai Sports City End,Above Stump,Seamed Out,Over the Wicket,Good contact,Back Foot,141,NULL,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Hazlewood to Guptill, FOUR,short of a length, not much room, but Guptill has managed to punch this between point and cover-point. Excellent timing and placement"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,20,4,3.2,Josh Hazlewood,Martin Guptill,NULL,1,0,NULL,NULL,Flick,Attacking,Dubai Sports City End,Below Stump,Inswing,Over the Wicket,Good contact,Front Foot,142,Deep Square Leg,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Square Leg,0,NULL,0,0,0,NULL,"Hazlewood to Guptill, 1 run,into the pads, worked away to deep square leg for one"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,21,4,3.3,Josh Hazlewood,Daryl Joseph Mitchell,Mitchell Marsh,0,0,NULL,NULL,Cover Drive,Attacking,Emirates Road End,Below Stump,Straight,Over the Wicket,Good contact,Front Foot,142,Cover,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Hazlewood to Mitchell, no run,driven on the up, times it nicely, but hits it straight to extra cover"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,22,4,3.4,Josh Hazlewood,Daryl Joseph Mitchell,Mitchell Marsh,0,0,NULL,NULL,Cover Drive,Attacking,Emirates Road End,Below Stump,Seamed Out,Over the Wicket,Good contact,Front Foot,139,Cover,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Hazlewood to Mitchell, no run,another good-looking stroke with a crunchy sound, but he has punched this straight to extra cover again"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,23,4,3.5,Josh Hazlewood,Daryl Joseph Mitchell,Matthew Wade,0,0,NULL,Caught,Steer,Defensive,Emirates Road End,Below Stump,Slow Ball,Over the Wicket,Outside edge,Back Foot,131,Wicket Keeper,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Third Man,0,NULL,0,0,0,NULL,"Hazlewood to Mitchell, OUT,slower ball, and it has still managed to carry to the keeper. Looks like a legcutter, could even be a knuckle ball, but it has moved just enough off the straight to take the edge from a similar punch from Mitchell. Wade dives in front to take it clean. It is a legcutter, replays confirm"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,24,4,3.6,Josh Hazlewood,Kane Williamson,NULL,0,0,NULL,NULL,Square drive,Attacking,Emirates Road End,Below Stump,Seamed Out,Over the Wicket,Good contact,Front Foot,145,Point,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Hazlewood to Williamson, no run,punched off the back foot, but can't get it past point"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,25,5,4.1,Patrick Cummins,Martin Guptill,Steven Smith,0,0,NULL,NULL,Backfoot defensive,Defensive,Emirates Road End,Above Stump,Seamed In,Over the Wicket,Good contact,Back Foot,141,Point,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Cummins to Guptill, no run,short of a length, slight extra bounce, Guptill's reaction suggests it might have stopped a touch. Played to cover"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,26,5,4.2,Patrick Cummins,Martin Guptill,Mitchell Marsh,0,0,NULL,NULL,Backfoot defensive,Defensive,Emirates Road End,Below Stump,Seamed In,Over the Wicket,Good contact,Back Foot,145,Silly Mid Off,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Covers,0,NULL,0,0,0,NULL,"Cummins to Guptill, no run,again hitting the higher part of the bat off just short of a length. No single even"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,27,5,4.3,Patrick Cummins,Martin Guptill,Aaron Finch,0,0,NULL,NULL,Backfoot defensive,Defensive,Dubai Sports City End,Below Stump,Seamed In,Over the Wicket,Good contact,Back Foot,139,Short Mid On,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,0,0,NULL,"Cummins to Guptill, no run,short of a length, slightly slow off the surface, defended to leg. It is standing up a little bit if you bash that hard length"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,28,5,4.4,Patrick Cummins,Martin Guptill,NULL,1,0,NULL,NULL,Worked,Defensive,Dubai Sports City End,Above Stump,Off Cutter,Over the Wicket,Good contact,Back Foot,112,Deep Square Leg,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Square Leg,0,NULL,0,0,0,NULL,"Cummins to Guptill, 1 run,slower ball, short of a length, a touch down leg, helped away for a single"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,29,5,4.5,Patrick Cummins,Kane Williamson,Aaron Finch,1,0,NULL,NULL,Worked,Rotating,Dubai Sports City End,Above Stump,Seamed In,Over the Wicket,Good contact,Back Foot,137,Silly Mid On,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Mid Wicket,0,NULL,0,0,0,NULL,"Cummins to Williamson, 1 run,stands up a little again, Williamson on his toes to work this to square leg for one. Staying short of a length"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,30,5,4.6,Patrick Cummins,Martin Guptill,Steven Smith,0,0,NULL,NULL,Backfoot defensive,Defensive,Dubai Sports City End,Below Stump,Seamed In,Over the Wicket,Outside edge,Back Foot,139,Point,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Cummins to Guptill, no run,short of a length, not much room, Guptill pushes at it, gets an edge to point"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,31,6,5.1,Josh Hazlewood,Kane Williamson,NULL,0,0,NULL,NULL,Frontfoot defensive,Defensive,Dubai Sports City End,Below Stump,Seamed Out,Over the Wicket,Outside edge,Front Foot,NULL,Point,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Hazlewood to Williamson, no run,on a length, holds its line a touch, defended to cover"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,32,6,5.2,Josh Hazlewood,Kane Williamson,Josh Hazlewood,0,0,NULL,NULL,Worked,Defensive,Dubai Sports City End,Above Stump,Seamed In,Over the Wicket,Shoulder of bat,Back Foot,138,Short Mid On,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,0,0,NULL,"Hazlewood to Williamson, no run,short of a length, wicket to wicket, slow off the surface and extra bounce. Williamson plays it back and looks at the surface"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,33,6,5.3,Josh Hazlewood,Kane Williamson,David Warner,0,0,NULL,NULL,Push,Defensive,Dubai Sports City End,Below Stump,Seamed In,Over the Wicket,Good contact,Back Foot,NULL,Mid Off,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Covers,0,NULL,0,0,0,NULL,"Hazlewood to Williamson, no run,gets some width but because of the slow pace off the pitch, struggles to place it. Punches it straight to mid-off, who is slightly wide"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,34,6,5.4,Josh Hazlewood,Kane Williamson,NULL,0,0,NULL,NULL,Frontfoot defensive,Defensive,Dubai Sports City End,Below Stump,Inswing,Over the Wicket,Good contact,Front Foot,142,Silly Point,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Hazlewood to Williamson, no run,on a length, top of off, Williamson defends to cover. Williamson 1 off 6 inside the Powerplay"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,35,6,5.5,Josh Hazlewood,Kane Williamson,Mitchell Marsh,0,0,NULL,NULL,Push,Defensive,Emirates Road End,Below Stump,Seamed In,Over the Wicket,Good contact,Front Foot,140,Cover,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Hazlewood to Williamson, no run,tries to make room but Hazlewood stays around off and just short of a length. It is not looking easy to time the ball the way it is coming off the surface"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,36,6,5.6,Josh Hazlewood,Kane Williamson,Marcus Stoinis,2,0,NULL,NULL,Pull shot,Attacking,Emirates Road End,Above Stump,Seamed In,Over the Wicket,Good contact,Back Foot,136,Deep Mid Wicket,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Mid Wicket,0,NULL,1,0,0,NULL,"Hazlewood to Williamson, 2 runs,Williamson takes a risk, pulling from down to up even though this is not really a half-tracker. Doesn't time it, but it lands wide of deep square leg. breaks the maiden"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,37,7,6.1,Glenn Maxwell,Martin Guptill,David Warner,1,0,NULL,NULL,On drive,Rotating,Dubai Sports City End,Below Stump,Off Break,Round the Wicket,Good contact,Front Foot,97,Long On,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,0,0,NULL,"Maxwell to Guptill, 1 run,full, on the toes, single to long-on"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,38,7,6.2,Glenn Maxwell,Kane Williamson,David Warner,1,0,NULL,NULL,Worked,Rotating,Dubai Sports City End,Below Stump,Off Break,Round the Wicket,Good contact,Front Foot,NULL,Long On,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,0,0,NULL,"Maxwell to Williamson, 1 run,on a length, outside off, pushed to long-on for one"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,39,7,6.3,Glenn Maxwell,Martin Guptill,Glenn Maxwell,0,0,NULL,NULL,Frontfoot defensive,Defensive,Dubai Sports City End,Below Stump,Off Break,Round the Wicket,Good contact,Front Foot,97,Deep Mid Off,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Maxwell to Guptill, no run,on a length, instead of turning it goes with the angle, defended back to him"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,40,7,6.4,Glenn Maxwell,Martin Guptill,NULL,1,0,NULL,NULL,Square drive,Attacking,Emirates Road End,Below Stump,Off Break,Round the Wicket,Good contact,Front Foot,NULL,Deep Point,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Maxwell to Guptill, 1 run,slight width, driven with an open face, gets a single to deep cover"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,41,7,6.5,Glenn Maxwell,Kane Williamson,David Warner,1,0,NULL,NULL,On drive,Attacking,Emirates Road End,Below Stump,Off Break,Round the Wicket,Good contact,Back Foot,NULL,Long On,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,0,0,NULL,"Maxwell to Williamson, 1 run,presses forward, sees flat trajectory, goes back, punches this to long-on"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,42,7,6.6,Glenn Maxwell,Martin Guptill,David Warner,1,0,NULL,NULL,On drive,Rotating,Dubai Sports City End,Below Stump,Off Break,Round the Wicket,Good contact,Front Foot,99,Long On,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long On,0,NULL,0,0,0,NULL,"Maxwell to Guptill, 1 run,fuller, wicket to wicket, driven to long-on for one"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,43,8,7.1,Adam Zampa,Martin Guptill,NULL,1,0,NULL,NULL,Off Drive,Attacking,Emirates Road End,Below Stump,Leg Break,Over the Wicket,Good contact,Front Foot,96,Long Off,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Zampa to Guptill, 1 run,full, on off, driven to long-off for one"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,44,8,7.2,Adam Zampa,Kane Williamson,NULL,1,0,NULL,NULL,Square Cut,Attacking,Emirates Road End,Below Stump,Googly,Over the Wicket,Good contact,Back Foot,85,Deep Cover,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Covers,0,NULL,0,0,0,NULL,"Zampa to Williamson, 1 run,short of a length, Williamson goes back to cut it for one"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,45,8,7.3,Adam Zampa,Martin Guptill,Steven Smith,0,0,NULL,NULL,Push,Defensive,Emirates Road End,Below Stump,Leg Break,Over the Wicket,Good contact,Front Foot,NULL,Point,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Zampa to Guptill, no run,on a length, can't drive, can't punch. Pushed to cover. Perfect length"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,46,8,7.4,Adam Zampa,Martin Guptill,Steven Smith,0,0,NULL,NULL,Cover Drive,Attacking,Emirates Road End,Below Stump,Leg Break,Over the Wicket,Good contact,Back Foot,85,Cover,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Zampa to Guptill, no run,flatter, quicker, shorter, but punched straight to short cover again"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,47,8,7.5,Adam Zampa,Martin Guptill,NULL,1,0,NULL,NULL,Cover Drive,Attacking,Dubai Sports City End,Below Stump,Leg Break,Over the Wicket,Good contact,Back Foot,94,Deep Cover,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Covers,0,NULL,0,0,0,NULL,"Zampa to Guptill, 1 run,slightly slower, slightly fuller, turns a little, punched to deep cover"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,48,8,7.6,Adam Zampa,Kane Williamson,Adam Zampa,0,0,NULL,NULL,Off Drive,Attacking,Dubai Sports City End,Below Stump,Googly,Over the Wicket,Bottom edge,Front Foot,90,Deep Mid Off,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Zampa to Williamson, no run,half-volley, but driven right back to Zampa. Twenty-nine balls without a boundary now"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,49,9,8.1,Mitchell Marsh,Martin Guptill,Mitchell Starc,1,0,NULL,NULL,Off Drive,Attacking,Emirates Road End,Below Stump,Leg Cut,Over the Wicket,Good contact,Front Foot,122,Long Off,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Marsh to Guptill, 1 run,on a length, outside off, driven on the up, single to long-off"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,50,9,8.2,Mitchell Marsh,Kane Williamson,Mitchell Starc,1,0,NULL,NULL,Off Drive,Attacking,Emirates Road End,Below Stump,Leg Cut,Over the Wicket,Good contact,Back Foot,124,Long Off,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Marsh to Williamson, 1 run,short of a length, slow off the surface, punched down to long-off for one"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,51,9,8.3,Mitchell Marsh,Martin Guptill,Glenn Maxwell,1,0,NULL,NULL,Pull shot,Attacking,Emirates Road End,Above Stump,Leg Cut,Over the Wicket,Shoulder of bat,Back Foot,126,Deep Mid Wicket,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Mid Wicket,0,NULL,0,0,0,NULL,"Marsh to Guptill, 1 run,gets the length to pull, but gets just the single to deep midwicket"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,52,9,8.4,Mitchell Marsh,Kane Williamson,NULL,4,0,NULL,NULL,Inside out,Attacking,Emirates Road End,Below Stump,Leg Cut,Over the Wicket,Good contact,Charging,125,NULL,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Covers,0,NULL,0,1,0,NULL,"Marsh to Williamson, FOUR,finally a boundary. Williamson has had to manufacture it. Jumps out of the crease, and even though the ball is short, he manages to drive it over extra cover for four. First boundary in 33 balls"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,53,9,8.5,Mitchell Marsh,Kane Williamson,NULL,4,0,NULL,NULL,Pull shot,Attacking,Dubai Sports City End,Above Stump,Off Cutter,Over the Wicket,Good contact,Back Foot,116,NULL,Back of length,NULL,0,NULL,0,NULL,None,NULL,NULL,Mid Wicket,0,NULL,0,1,0,NULL,"Marsh to Williamson, FOUR,muscled it. A filthy little short ball hoping it goes to deep midwicket for a single, but Williamson has throw in all his power behind it and placed it straight of deep midwicket"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,54,9,8.6,Mitchell Marsh,Kane Williamson,Mitchell Marsh,0,0,NULL,NULL,Pull shot,Attacking,Dubai Sports City End,Above Stump,Bouncer,Over the Wicket,Hit Body,Charging,127,Silly Point,Short,UnComfortable,0,NULL,0,NULL,None,NULL,NULL,Point,0,NULL,0,0,0,NULL,"Marsh to Williamson, no run,he is down the wicket again, but Marsh does him in with a slower bouncer that hits him in the grille"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,55,10,9.1,Adam Zampa,Martin Guptill,NULL,1,0,NULL,NULL,Pull shot,Attacking,Emirates Road End,Below Stump,Leg Break,Over the Wicket,Inside edge,Back Foot,94,Deep Mid Wicket,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Mid Wicket,0,NULL,0,0,0,NULL,"Zampa to Guptill, 1 run,skiddy shortish ball, pulled for a single"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,56,10,9.2,Adam Zampa,Kane Williamson,Marcus Stoinis,1,0,NULL,NULL,Worked,Rotating,Emirates Road End,Below Stump,Leg Break,Over the Wicket,Good contact,Back Foot,90,Mid Wicket,Full/half volley,NULL,0,NULL,0,NULL,None,NULL,NULL,Mid Wicket,0,NULL,0,0,0,NULL,"Zampa to Williamson, 1 run,goes back to work this legbreak with soft hands into the leg side, but can't take on the second"
11715,"Aus Vs NZ, 14/11/21",New Zealand,Australia,1,57,10,9.3,Adam Zampa,Martin Guptill,NULL,1,0,NULL,NULL,Off Drive,Attacking,Emirates Road End,Below Stump,Leg Break,Over the Wicket,Good contact,Back Foot,94,Long Off,Length,NULL,0,NULL,0,NULL,None,NULL,NULL,Long Off,0,NULL,0,0,0,NULL,"Zampa to Guptill, 1 run,short of a length, on off, punched to long-off for one"
